Scheme,Category,CAGR% 6 Months,CAGR% 1 Year,CAGR% 3 Year,Exp. Ratio(%),6M_Score,1Y_Score,3Y_Score,Performance_Score,Cost_Score,Return_Std,Consistency_Score,Overall_Score,Category_Avg_3Y,3Y_vs_Category,Overall_Rank,Category_Rank,Type,Benchmark,Min. Invest(Rs.),SIP Min. Inv.(Rs.)
Baroda BNP Paribas Corp Bond Fund(A-IDCW),Debt - Corporate Bond Fund,4.87,1.96,4.02,0.64,62.74973147153597,23.043925875085797,31.218993621545,35.07262086760544,80.07662835249042,20.966521568471745,63.68491938541823,53.47669736827988,5.055423728813559,-1.0354237288135595,779,47,Open ended,CRISIL Corporate Bond Index,5000.0,1000.0
Tata Infrastructure Fund-Reg(IDCW),Equity - Sectoral Fund - Infrastructure,9.98,21.0,10.48,2.32,73.72717508055854,55.71379547014415,54.110559886605245,58.51485360045758,15.708812260536398,10.892381136929744,81.13384245543283,53.46809047922109,9.401428571428571,1.0785714285714292,780,8,Open ended,S&P BSE India Infrastructure Index - TRI,5000.0,1000.0
DSP Bond Fund-Reg(G),Debt - Medium Duration Fund,4.74,3.08,4.76,0.8,62.470461868958104,24.965682910089228,33.84124734231042,36.904420917973596,73.9463601532567,19.60023814973064,66.05139168421672,53.451648418355155,3.55972972972973,1.20027027027027,781,1,Open ended,CRISIL Medium Term Debt Index,1000.0,1000.0
DSP Bond Fund-Reg(IDCW),Debt - Medium Duration Fund,4.74,3.08,4.76,0.8,62.470461868958104,24.965682910089228,33.84124734231042,36.904420917973596,73.9463601532567,19.60023814973064,66.05139168421672,53.451648418355155,3.55972972972973,1.20027027027027,781,1,Open ended,CRISIL Medium Term Debt Index,1000.0,1000.0
SBI Consumption Opp Fund-Reg(G),Equity - Sectoral Fund - Consumption,14.71,19.13,11.62,2.22,83.88829215896885,52.505147563486624,58.15024805102763,61.60432672635358,19.540229885057457,16.729294858210597,71.02401133077848,53.44322366713577,11.035555555555554,0.5844444444444452,783,7,Open ended,Nifty India Consumption - TRI,5000.0,1000.0
SBI Consumption Opp Fund-Reg(IDCW),Equity - Sectoral Fund - Consumption,14.71,19.13,11.62,2.22,83.88829215896885,52.505147563486624,58.15024805102763,61.60432672635358,19.540229885057457,16.729294858210597,71.02401133077848,53.44322366713577,11.035555555555554,0.5844444444444452,783,7,Open ended,Nifty India Consumption - TRI,5000.0,1000.0
Franklin Build India Fund(G),Equity - Sectoral Fund - Infrastructure,10.75,19.75,11.1,2.32,75.3813104189044,53.56897735072066,56.30758327427357,59.30074692613387,15.708812260536398,11.88195342714971,79.41985297100956,53.432539770953426,9.401428571428571,1.6985714285714284,785,9,Open ended,S&P BSE India Infrastructure Index - TRI,5000.0,1000.0
IDFC Corp Bond Fund-Reg(IDCW),Debt - Corporate Bond Fund,4.64,2.68,3.37,0.61,62.25563909774435,24.279341111873716,28.915662650602407,34.192761478412194,81.22605363984674,20.717338614544182,64.11651692200087,53.432023379667996,5.055423728813559,-1.685423728813559,786,48,Open ended,NIFTY Corporate Bond Index,1000.0,1000.0
SBI Short Term Debt Fund-Reg(G),Debt - Short Duration Fund,5.22,3.6,4.93,0.84,63.5016111707841,25.857927247769393,34.44365698086463,37.679528898919955,72.41379310344827,19.727841561479597,65.8303760918484,53.40080674828414,5.2086538461538465,-0.2786538461538468,787,16,Open ended,NULL,5000.0,1000.0
IDFC G-Sec-Constant Maturity Plan-Reg(G),Debt - Gilt Fund with 10 year constant duration,5.68,1.88,4.27,0.65,64.48979591836735,22.906657515442692,32.10489014883061,35.822401512721584,79.6934865900383,21.842416703578095,62.16782450931163,53.376528531198275,3.985555555555555,0.2844444444444445,788,6,Open ended,NULL,1000.0,1000.0
SBI Short Term Debt Fund-Reg(M-IDCW),Debt - Short Duration Fund,5.22,3.6,4.9,0.84,63.5016111707841,25.857927247769393,34.33734939759036,37.62637510728282,72.41379310344827,19.746314863226505,65.7983793946392,53.36623067816328,5.2086538461538465,-0.30865384615384617,789,17,Open ended,NULL,5000.0,1000.0
SBI Short Term Debt Fund-Reg(FN-IDCW),Debt - Short Duration Fund,5.22,3.6,4.88,0.84,63.5016111707841,25.857927247769393,34.26647767540751,37.5909392461914,72.41379310344827,19.758726722145077,65.77688142437586,53.34313825505173,5.2086538461538465,-0.32865384615384663,790,18,Open ended,NULL,5000.0,1000.0
SBI Short Term Debt Fund-Reg(W-IDCW),Debt - Short Duration Fund,5.22,3.6,4.85,0.84,63.5016111707841,25.857927247769393,34.160170092133235,37.53778545455425,72.41379310344827,19.777488634449046,65.74438483901824,53.30843721289376,5.2086538461538465,-0.3586538461538469,791,19,Open ended,NULL,5000.0,1000.0
IDFC Core Equity Fund-Reg(IDCW),Equity - Large & Mid Cap Fund,7.14,15.31,9.69,2.03,67.62620837808807,45.950583390528486,51.31112686038271,52.96598012296751,26.819923371647512,11.28974482899477,80.44558835169305,53.29936799231889,10.412619047619048,-0.7226190476190482,792,26,Open ended,NIFTY LargeMidcap 250 - TRI,1000.0,1000.0
Franklin India Corp Debt Fund-A(M-IDCW),Debt - Corporate Bond Fund,4.64,3.37,4.22,0.77,62.25563909774435,25.463280713795474,31.92771084337349,36.053967455374256,75.09578544061303,19.643700112060507,65.97611335726475,53.29495842715657,5.055423728813559,-0.8354237288135593,793,49,Open ended,NIFTY Corporate Bond Index,10000.0,1000.0
UTI Floater Fund-Reg(G),Debt - Floater Fund,5.4,4.15,4.68,0.85,63.88829215896885,26.801647220315722,33.55776045357902,37.597032824677996,72.03065134099617,19.752659957408518,65.78738936913714,53.25302658987233,5.277826086956522,-0.5978260869565224,794,14,Open ended,CRISIL Low Duration Debt Index,1000.0,1000.0
UTI Floater Fund-Reg(A-IDCW),Debt - Floater Fund,5.4,4.15,4.68,0.85,63.88829215896885,26.801647220315722,33.55776045357902,37.597032824677996,72.03065134099617,19.752659957408518,65.78738936913714,53.25302658987233,5.277826086956522,-0.5978260869565224,794,14,Open ended,CRISIL Low Duration Debt Index,20000.0,1000.0
DSP Equity & Bond Fund-Reg(IDCW),Hybrid - Aggressive Hybrid Fund,0.39,10.3,9.05,1.83,53.12567132116004,37.35415236787921,49.04323175053153,46.352995849861536,34.48275862068966,8.185777297193363,85.82181782181725,53.2526420355575,9.219019607843137,-0.1690196078431363,796,17,Open ended,CRISIL Hybrid 35+65 - Aggressive Index,1000.0,1000.0
PGIM India Ultra Short Duration Fund(G),Debt - Ultra Short Duration Fund,5.48,4.61,4.38,0.84,64.06015037593986,27.59094028826356,32.49468462083628,37.33665447208518,72.41379310344827,19.79237488375648,65.71860109888362,53.20142578662556,4.4264935064935065,-0.04649350649350659,797,43,Open ended,CRISIL Ultra Short Term Debt Index,5000.0,1000.0
SBI Banking and PSU Fund-Reg(G),Debt - Banking and PSU Fund,4.91,3.0,4.7,0.81,62.83566058002148,24.828414550446126,33.62863217576187,36.82997256901907,73.5632183908046,19.895749500889284,65.53955100979663,53.19067863465985,4.9189795918367345,-0.21897959183673432,798,41,Open ended,NIFTY Banking and PSU Debt Index,5000.0,1000.0
Franklin India Corp Debt Fund-A(Q-IDCW),Debt - Corporate Bond Fund,4.64,3.37,4.12,0.77,62.25563909774435,25.463280713795474,31.57335223245925,35.87678814991713,75.09578544061303,19.71637786502956,65.85023179654242,53.17489838424743,5.055423728813559,-0.935423728813559,799,50,Open ended,NIFTY Corporate Bond Index,10000.0,1000.0
UTI Ultra Short Term Fund-Reg(G),Debt - Ultra Short Duration Fund,5.51,4.55,5.34,0.96,64.12459720730396,27.487989018531234,35.89652728561303,39.01957978982668,67.81609195402298,19.191007038326138,66.76020076120722,53.153863073720885,4.4264935064935065,0.9135064935064934,800,44,Open ended,CRISIL Ultra Short Term Debt Index,5000.0,1000.0
Indiabulls Dynamic Bond Fund-Reg(G),Debt - Dynamic Bond,5.49,3.24,4.3,0.76,64.08163265306122,25.24021962937543,32.21119773210489,36.49399128547732,75.47892720306513,20.708188893270357,64.13236470412222,53.149818619535495,4.625,-0.3250000000000002,801,14,Open ended,CRISIL Dynamic Debt Index,1000.0,1000.0
UTI Floater Fund-Reg(Q-IDCW),Debt - Floater Fund,5.4,4.15,4.59,0.85,63.88829215896885,26.801647220315722,33.2388377037562,37.43757144976658,72.03065134099617,19.816851888094206,65.6762056837536,53.14549998107073,5.277826086956522,-0.6878260869565223,802,16,Open ended,CRISIL Low Duration Debt Index,20000.0,1000.0
HDFC Capital Builder Value Fund(G),Equity - Value Fund,3.11,16.16,8.39,2.06,58.968850698174,47.409059711736454,46.70446491849752,49.3687205124045,25.670498084291182,6.8864647440409374,88.0722931787893,53.120058071972366,9.0436,-0.6535999999999991,803,16,Open ended,NIFTY 500 - TRI,1000.0,1000.0
UTI Ultra Short Term Fund-Reg(W-IDCW),Debt - Ultra Short Duration Fund,5.51,4.55,5.31,0.96,64.12459720730396,27.487989018531234,35.79021970233877,38.96642599818955,67.81609195402298,19.20939458745244,66.72835259189378,53.11932413557396,4.4264935064935065,0.8835064935064931,804,45,Open ended,CRISIL Ultra Short Term Debt Index,20000.0,1000.0
PGIM India Ultra Short Duration Fund(W-IDCW),Debt - Ultra Short Duration Fund,5.51,4.61,4.32,0.84,64.12459720730396,27.59094028826356,32.282069454287736,37.24323625508373,72.41379310344827,19.87737975032625,65.57136835109418,53.117908491177474,4.4264935064935065,-0.1064935064935062,805,46,Open ended,CRISIL Ultra Short Term Debt Index,5000.0,1000.0
Baroda BNP Paribas Corp Bond Fund(M-IDCW),Debt - Corporate Bond Fund,4.87,1.97,3.71,0.64,62.74973147153597,23.061084420041183,30.12048192771084,34.528512584174976,80.07662835249042,21.172669977050724,63.32785986785997,53.11537834717508,5.055423728813559,-1.345423728813559,806,51,Open ended,CRISIL Corporate Bond Index,5000.0,1000.0
PGIM India Ultra Short Duration Fund(DD-IDCW),Debt - Ultra Short Duration Fund,5.48,4.61,4.31,0.84,64.06015037593986,27.59094028826356,32.246633593196314,37.2126289582652,72.41379310344827,19.84850378347014,65.62138299280662,53.115108503196325,4.4264935064935065,-0.11649350649350687,807,47,Open ended,CRISIL Ultra Short Term Debt Index,5000.0,1000.0
DSP Natural Res & New Energy Fund-Reg(IDCW),Equity - Sectoral Fund - Energy & Power,6.02,23.43,9.04,2.32,65.22019334049409,59.883321894303364,49.00779588944011,55.51293318110989,15.708812260536398,8.262375504120717,85.68914583565041,53.105956114601646,9.631666666666666,-0.5916666666666668,808,2,Open ended,NULL,1000.0,1000.0
UTI Ultra Short Term Fund-Reg(DD-IDCW),Debt - Ultra Short Duration Fund,5.51,4.55,5.29,0.96,64.12459720730396,27.487989018531234,35.719347980155916,38.93099013709812,67.81609195402298,19.22175206022751,66.7069488211942,53.09625526235335,4.4264935064935065,0.8635064935064936,809,48,Open ended,CRISIL Ultra Short Term Debt Index,20000.0,1000.0
SBI Banking and PSU Fund-Reg(DD-IDCW),Debt - Banking and PSU Fund,4.92,3.0,4.62,0.81,62.857142857142854,24.828414550446126,33.345145287030476,36.69252558007764,73.5632183908046,19.95694064581024,65.43356483782023,53.09545859719503,4.9189795918367345,-0.2989795918367344,810,42,Open ended,NIFTY Banking and PSU Debt Index,5000.0,1000.0
Aditya Birla SL Dynamic Bond Fund-Reg(Q-IDCW),Debt - Dynamic Bond,5.09,6.34,6.24,1.19,63.22234156820623,30.559368565545647,39.08575478384124,41.35515627522556,59.00383141762452,16.94178212248866,70.65597259308754,53.09252914029079,4.625,1.6150000000000002,811,15,Open ended,NIFTY Composite Debt Index,1000.0,1000.0
Aditya Birla SL Dynamic Bond Fund-Reg(M-IDCW),Debt - Dynamic Bond,5.09,6.34,6.24,1.19,63.22234156820623,30.559368565545647,39.08575478384124,41.35515627522556,59.00383141762452,16.94178212248866,70.65597259308754,53.09252914029079,4.625,1.6150000000000002,811,15,Open ended,NIFTY Composite Debt Index,1000.0,1000.0
Aditya Birla SL Dynamic Bond Fund-Reg(G),Debt - Dynamic Bond,5.09,6.34,6.24,1.19,63.22234156820623,30.559368565545647,39.08575478384124,41.35515627522556,59.00383141762452,16.94178212248866,70.65597259308754,53.09252914029079,4.625,1.6150000000000002,811,15,Open ended,NIFTY Composite Debt Index,1000.0,1000.0
UTI Hybrid Equity Fund-Reg(IDCW),Hybrid - Aggressive Hybrid Fund,6.44,16.23,8.64,1.99,66.12244897959184,47.52916952642416,47.59036144578313,51.278421376737185,28.352490421455933,10.717213985261672,81.43724086193905,53.08664350921734,9.219019607843137,-0.5790196078431364,814,18,Open ended,CRISIL Hybrid 35+65 - Aggressive Index,5000.0,1000.0
Indiabulls Dynamic Bond Fund-Reg(DD-IDCW),Debt - Dynamic Bond,5.48,3.23,4.23,0.76,64.06015037593986,25.223061084420046,31.96314670446492,36.36052175274644,75.47892720306513,20.75237297069781,64.05583563713232,53.063951586422576,4.625,-0.3949999999999996,815,18,Open ended,CRISIL Dynamic Debt Index,1000.0,1000.0
Franklin India Equity Advantage Fund(G),Equity - Large & Mid Cap Fund,-1.13,13.98,8.46,2.09,49.86036519871106,43.668496911461915,46.95251594613749,46.548880086249525,24.521072796934874,3.097837987544587,94.63438721195585,53.06330504534745,10.412619047619048,-1.9526190476190468,816,27,Open ended,NIFTY LargeMidcap 250 - TRI,5000.0,1000.0
Indiabulls Dynamic Bond Fund-Reg(M-IDCW),Debt - Dynamic Bond,5.49,3.25,4.22,0.76,64.08163265306122,25.257378174330817,31.92771084337349,36.357395404598236,75.47892720306513,20.759298163668042,64.04384085105565,53.05938971582931,4.625,-0.40500000000000025,817,19,Open ended,CRISIL Dynamic Debt Index,1000.0,1000.0
Franklin India Corp Debt Fund-A(H-IDCW),Debt - Corporate Bond Fund,4.64,3.37,4.02,0.77,62.25563909774435,25.463280713795474,31.218993621545,35.69960884446001,75.09578544061303,19.79090375629106,65.72114916639815,53.054038073982795,5.055423728813559,-1.0354237288135595,818,52,Open ended,NIFTY Corporate Bond Index,10000.0,1000.0
HSBC Flexi Cap Fund-Reg(G),Equity - Flexi Cap Fund,-1.53,12.81,7.97,1.98,49.00107411385606,41.66094715168154,45.216158752657684,44.90657834460451,28.735632183908045,3.67066246609501,93.64222611128737,53.04775374610111,10.461,-2.4910000000000005,819,24,Open ended,NIFTY 500 - TRI,5000.0,1000.0
UTI Arbitrage Fund-Reg(G),Hybrid - Arbitrage Fund,4.42,4.12,4.91,0.93,61.783029001074105,26.750171585449557,34.37278525868178,37.56804990519058,68.96551724137932,18.424290126226413,68.08819340798624,53.047452614936674,4.482,0.42799999999999994,820,3,Open ended,Nifty 50 Arbitrage,5000.0,1000.0
IDFC G-Sec-Constant Maturity Plan-Reg(Q-IDCW),Debt - Gilt Fund with 10 year constant duration,5.69,1.88,3.99,0.65,64.51127819548871,22.906657515442692,31.11268603827073,35.33059591286592,79.6934865900383,22.036898315220327,61.8309724768094,53.04641272314488,3.985555555555555,0.004444444444445139,821,7,Open ended,NULL,1000.0,1000.0
PGIM India Ultra Short Duration Fund(M-IDCW),Debt - Ultra Short Duration Fund,5.48,4.61,4.25,0.84,64.06015037593986,27.59094028826356,32.03401842664776,37.10632137499092,72.41379310344827,19.89730867645306,65.53685043850226,53.04082157298309,4.4264935064935065,-0.17649350649350648,822,49,Open ended,CRISIL Ultra Short Term Debt Index,5000.0,1000.0
Aditya Birla SL Income Fund(G),Debt - Medium to Long Duration Fund,4.79,2.44,5.5,0.89,62.577873254564985,23.867536032944408,36.46350106307583,37.90758599233423,70.49808429118774,19.74465741159491,65.80125018507621,53.0286266152331,4.3271875,1.1728125,823,1,Open ended,CRISIL Medium to Long Term Debt Index,1000.0,1000.0
UTI Bond Fund-Reg(G),Debt - Medium to Long Duration Fund,5.85,10.84,7.9,1.63,64.85499462943072,38.28071379547014,44.96810772501772,46.939266927036044,42.1455938697318,13.82269818185574,76.05838445133591,53.020628043784946,4.3271875,3.5728125000000004,824,2,Open ended,NIFTY Medium to Long Term Debt Index,1000.0,1000.0
UTI Bond Fund-Reg(Q-IDCW),Debt - Medium to Long Duration Fund,5.85,10.84,7.9,1.63,64.85499462943072,38.28071379547014,44.96810772501772,46.939266927036044,42.1455938697318,13.82269818185574,76.05838445133591,53.020628043784946,4.3271875,3.5728125000000004,824,2,Open ended,NIFTY Medium to Long Term Debt Index,20000.0,1000.0
IDFC G-Sec-Constant Maturity Plan-Reg(M-IDCW),Debt - Gilt Fund with 10 year constant duration,5.68,1.88,3.95,0.65,64.48979591836735,22.906657515442692,30.970942593905026,35.25542773525879,79.6934865900383,22.05184656459377,61.805081349410386,53.00235585249157,3.985555555555555,-0.035555555555554896,826,8,Open ended,NULL,1000.0,1000.0
Indiabulls Dynamic Bond Fund-Reg(FN-IDCW),Debt - Dynamic Bond,5.5,3.25,4.16,0.76,64.10311493018258,25.257378174330817,31.715095676824944,36.25538427674823,75.47892720306513,20.815367602658448,63.946725733972386,52.98410537263349,4.625,-0.46499999999999986,827,20,Open ended,CRISIL Dynamic Debt Index,1000.0,1000.0
Indiabulls Dynamic Bond Fund-Reg(W-IDCW),Debt - Dynamic Bond,5.48,3.24,4.15,0.76,64.06015037593986,25.24021962937543,31.67965981573352,36.22392587186736,75.47892720306513,20.80444496576534,63.965644296023875,52.97310581070593,4.625,-0.47499999999999964,828,21,Open ended,CRISIL Dynamic Debt Index,1000.0,1000.0
Mirae Asset Savings Fund-Reg Savings Plan(Q-IDCW),Debt - Low Duration Fund,5.25,4.3,4.98,0.93,63.56605800214823,27.05902539464654,34.620836286321754,38.14133736198448,68.96551724137932,19.269017765768456,66.62508221774169,52.96831854577249,5.122105263157894,-0.14210526315789362,829,39,Open ended,NIFTY Low Duration Debt Index,5000.0,1000.0
Union Long Term Equity Fund(G),Equity - ELSS,3.68,17.25,12.04,2.49,60.193340494092375,49.27934111187372,59.638554216867455,56.64174754081432,9.195402298850563,6.147309255318408,89.35254803995012,52.95786135510733,10.023387096774194,2.0166129032258056,830,29,Open ended,S&P BSE 500 - TRI,1000.0,1000.0
SBI Magnum Gilt Fund-Reg(IDCW),Debt - Gilt Fund,7.31,4.67,5.43,0.94,67.99140708915145,27.693891557995887,36.21545003543586,40.014173902946986,68.5823754789272,21.23761664102845,63.215368946068445,52.95652305772241,4.311111111111111,1.1188888888888888,831,1,Open ended,Nifty All Duration G-Sec Index,5000.0,1000.0
Baroda BNP Paribas Large Cap Fund-Reg(G),Equity - Large Cap Fund,4.17,13.05,11.42,2.15,61.24597207303973,42.07275223061085,57.44153082919914,53.59178549839077,22.222222222222232,10.151235457785168,82.41754442752138,52.95583441163129,10.044583333333334,1.3754166666666663,832,23,Open ended,NIFTY 100 - TRI,5000.0,1000.0
SBI Magnum Gilt Fund-Reg(G),Debt - Gilt Fund,7.31,4.67,5.42,0.94,67.99140708915145,27.693891557995887,36.180014174344436,39.99645597240128,68.5823754789272,21.244092332629247,63.204152719201716,52.94486003573287,4.311111111111111,1.108888888888889,833,2,Open ended,Nifty All Duration G-Sec Index,5000.0,1000.0
Edelweiss Flexi Cap Fund-Reg(IDCW),Equity - Flexi Cap Fund,3.05,14.66,10.36,2.21,58.83995703544576,44.83527796842829,53.68532955350814,52.06123957437171,19.92337164750957,7.083132938023474,87.73165387457873,52.94437616770793,10.461,-0.10100000000000087,834,25,Open ended,NIFTY 500 - TRI,5000.0,1000.0
Edelweiss Flexi Cap Fund-Reg(G),Equity - Flexi Cap Fund,3.05,14.66,10.36,2.21,58.83995703544576,44.83527796842829,53.68532955350814,52.06123957437171,19.92337164750957,7.083132938023474,87.73165387457873,52.94437616770793,10.461,-0.10100000000000087,834,25,Open ended,NIFTY 500 - TRI,5000.0,1000.0
UTI Floater Fund-Reg(F-IDCW),Debt - Floater Fund,5.4,4.15,4.42,0.85,63.88829215896885,26.801647220315722,32.63642806520198,37.136366630489476,72.03065134099617,19.942178540507438,65.45913355423136,52.94062953905162,5.277826086956522,-0.8578260869565222,836,17,Open ended,CRISIL Low Duration Debt Index,20000.0,1000.0
